53	56	138
23	53	146
120	153	157
78	94	198
141	150	171
51	57	116
68	129	146
86	198	210
137	166	205
12	75	119
49	128	199
18	118	158
32	47	149
92	126	202
70	146	192
105	119	198
69	75	110
42	74	126
93	170	181
38	48	132
61	111	172
147	147	210
108	142	164
31	89	177
75	77	174
6	84	135
103	109	210
98	178	179
122	173	212
119	129	211
72	132	184
17	32	123
94	157	185
22	46	154
31	77	97
45	118	182
115	160	189
3	107	170
54	129	194
25	76	171
17	140	209
90	210	211
62	94	134
82	173	201
113	181	183
63	65	213
12	47	186
33	163	171
19	108	183
150	159	172
106	156	166
2	4	158
67	75	174
53	107	132
179	192	217
83	128	130
124	126	158
4	102	141
90	120	183
2	133	215
132	134	139
14	202	214
131	186	188
25	171	177
48	156	158
98	138	155
45	68	83
65	104	145
31	53	132
48	78	213
95	157	192
160	172	182
78	141	211
30	162	210
80	181	202
78	94	132
22	61	212
79	155	186
113	135	217
61	161	211
59	135	203
34	50	121
6	122	214
118	165	169
25	94	171
41	88	217
33	86	107
64	101	118
76	190	195
49	137	149
91	177	178
98	118	179
60	176	196
32	53	75
45	150	181
3	140	190
79	83	155
32	33	148
51	129	209
10	17	121
14	166	176
26	157	161
80	97	189
76	120	186
8	150	177
2	15	170
40	52	215
20	26	33
41	94	145
19	26	144
87	129	201
83	148	184
30	102	212
71	75	180
22	40	42
87	146	203
54	122	194
24	37	141
35	177	218
2	71	180
102	121	210
31	77	157
71	141	157
75	132	167
54	94	102
18	37	67
70	153	187
18	93	215
6	133	218
101	119	131
130	155	190
48	180	214
120	129	190
53	116	170
8	139	203
33	124	200
32	67	91
36	162	219
29	81	158
12	119	157
106	148	204
153	198	214
43	47	88
114	129	217
10	204	209
45	150	186
12	17	181
60	150	189
22	123	168
8	51	188
4	42	90
120	138	192
35	137	199
80	86	181
7	43	197
61	106	168
79	130	168
75	106	107
102	105	153
47	161	171
22	135	155
4	13	156
134	167	207
94	170	201
60	67	159
140	148	156
77	81	101
28	95	129
75	97	180
31	119	157
12	61	195
98	102	143
37	39	216
56	138	211
50	146	179
37	47	118
48	195	211
117	152	207
106	115	116
76	120	133
78	198	211
10	40	174
37	172	218
18	59	93
20	39	205
39	83	117
25	31	124
76	171	195
69	78	210
5	118	167
73	91	151
16	69	71
3	126	160
29	158	195
38	55	166
4	44	47
51	86	178
76	114	164
91	177	198
35	151	154
3	107	203
61	161	202
61	205	215
20	34	187
55	124	158
31	80	97
94	160	205
19	32	42
75	113	208
90	117	162
93	162	215
11	19	43
25	47	90
45	127	128
23	106	123
45	68	182
64	78	94
98	179	192
118	128	182
22	35	123
133	165	182
92	98	131
31	177	195
25	106	202
12	108	145
15	67	175
76	138	198
44	109	168
11	76	214
92	103	152
128	182	218
125	162	167
97	132	178
25	171	212
14	61	202
97	158	180
53	56	158
22	109	158
18	37	139
160	167	174
86	137	188
30	95	167
121	141	150
29	117	160
78	203	211
57	60	189
30	149	184
76	84	186
109	153	193
66	106	211
70	141	145
54	110	186
15	115	191
29	39	211
82	171	211
3	141	160
94	171	215
4	5	17
78	146	202
17	112	188
21	40	101
67	91	179
78	120	190
35	134	144
50	111	172
68	75	115
69	121	150
102	105	122
32	39	177
79	158	172
20	51	69
7	19	73
34	93	180
10	60	176
78	192	195
38	51	69
202	208	210
88	136	189
130	179	190
81	106	177
117	135	191
68	169	217
16	131	152
8	154	178
54	98	102
